id,campaign_type,channel,topic,started_at,finished_at,total_count,ab_test,warmup_mode,hour_limit,subject_length,subject_with_personalization,subject_with_deadline,subject_with_emoji,subject_with_bonuses,subject_with_discount,subject_with_saleout,is_test,position
3179,bulk,mobile_push,offer after purchase,2022-02-25 08:15:08.016586+00:00,2022-02-25 08:15:18+00:00,728,,False,,92.0,False,False,True,False,False,False,,
3180,bulk,mobile_push,happy birthday,2022-02-25 08:30:08.849870+00:00,2022-02-25 08:30:20+00:00,1181,,False,,96.0,False,False,True,True,False,False,,
3184,bulk,mobile_push,sale out,2022-02-25 12:46:12.185793+00:00,2022-02-25 12:59:25+00:00,1237859,,False,,122.0,False,False,True,False,False,False,,
3199,bulk,email,sale out,2022-03-03 08:00:13.497782+00:00,2022-03-03 08:24:28+00:00,500738,,False,,109.0,False,False,True,False,False,False,,
3210,bulk,mobile_push,happy birthday,2022-02-28 09:45:08.661612+00:00,2022-02-28 09:45:17+00:00,3941,,False,,96.0,False,False,True,True,False,False,,
3214,bulk,mobile_push,sale out,2022-02-28 13:00:11.384674+00:00,2022-02-28 13:14:23+00:00,1333778,,False,,126.0,False,False,True,False,False,False,,
3218,bulk,mobile_push,happy birthday,2022-03-01 08:55:39.738875+00:00,2022-03-01 08:55:46+00:00,831,,False,,96.0,False,False,True,True,False,False,,
3219,bulk,mobile_push,event,2022-03-02 10:45:08.343764+00:00,2022-03-02 10:45:17+00:00,2031,,False,,128.0,False,False,True,False,False,False,,
3227,bulk,mobile_push,happy birthday,2022-03-02 08:15:08.312641+00:00,2022-03-02 08:15:19+00:00,1226,,False,,96.0,False,False,True,True,False,False,,
3228,bulk,mobile_push,sale out,2022-03-05 12:00:09.856296+00:00,,1317087,,False,,107.0,False,False,True,False,False,False,,
3231,bulk,mobile_push,offer after purchase,2022-03-02 09:45:08.740437+00:00,2022-03-02 09:45:16+00:00,746,,False,,92.0,False,False,True,False,False,False,,
3249,bulk,email,sale out,2022-03-09 09:22:14.631174+00:00,2022-03-09 10:08:21+00:00,934893,,False,,95.0,False,False,True,False,False,False,,
3259,bulk,mobile_push,offer after purchase,2022-03-03 08:00:13.512521+00:00,2022-03-03 08:00:20+00:00,800,,False,,92.0,False,False,True,False,False,False,,
3260,bulk,mobile_push,happy birthday,2022-03-03 08:30:08.649986+00:00,2022-03-03 08:30:14+00:00,1223,,False,,96.0,False,False,True,True,False,False,,
3267,bulk,mobile_push,offer after purchase,2022-03-04 09:00:11.940935+00:00,2022-03-04 09:00:26+00:00,809,,False,,92.0,False,False,True,False,False,False,,
3268,bulk,mobile_push,happy birthday,2022-03-04 09:00:11.954347+00:00,2022-03-04 09:00:29+00:00,1216,,False,,96.0,False,False,True,True,False,False,,
3269,bulk,mobile_push,sale out,2022-03-04 14:00:11.964554+00:00,2022-03-04 14:00:32+00:00,28921,,False,,88.0,False,False,True,False,False,False,,
3280,bulk,mobile_push,offer after purchase,2022-03-05 07:45:08.192816+00:00,2022-03-05 07:45:18+00:00,921,,False,,92.0,False,False,True,False,False,False,,
3281,bulk,mobile_push,happy birthday,2022-03-05 08:45:08.683496+00:00,2022-03-05 08:45:34+00:00,1169,,False,,96.0,False,False,True,True,False,False,,
3298,bulk,mobile_push,sale out,2022-03-05 14:21:35.771036+00:00,2022-03-05 15:02:43+00:00,1316977,,False,,108.0,False,False,True,False,False,False,,
3319,bulk,mobile_push,offer after purchase,2022-03-09 07:30:09.013769+00:00,2022-03-09 07:30:18+00:00,3811,,False,,92.0,False,False,True,False,False,False,,
3321,bulk,mobile_push,happy birthday,2022-03-09 08:45:08.833102+00:00,2022-03-09 08:45:18+00:00,5775,,False,,96.0,False,False,True,True,False,False,,
3325,bulk,mobile_push,sale out,2022-03-09 13:15:08.822774+00:00,2022-03-09 13:15:41+00:00,51916,,False,,94.0,False,False,True,False,False,False,,
3331,bulk,email,sale out,2022-03-11 07:15:09.210963+00:00,2022-03-11 08:02:40+00:00,891024,,False,,102.0,False,False,True,False,False,False,,
3336,bulk,mobile_push,offer after purchase,2022-03-10 06:45:09.149833+00:00,2022-03-10 06:45:17+00:00,908,,False,,92.0,False,False,True,False,False,False,,
3337,bulk,mobile_push,happy birthday,2022-03-10 07:00:11.679731+00:00,2022-03-10 07:00:19+00:00,1430,,False,,96.0,False,False,True,True,False,False,,
3341,bulk,email,sale out,2022-03-12 08:00:11.285172+00:00,2022-03-12 08:26:52+00:00,489984,,False,,122.0,False,False,True,False,False,False,,
3354,bulk,mobile_push,offer after purchase,2022-03-11 07:15:09.230012+00:00,2022-03-11 07:15:17+00:00,995,,False,,92.0,False,False,True,False,False,False,,
3355,bulk,mobile_push,happy birthday,2022-03-11 07:30:08.915533+00:00,2022-03-11 07:30:21+00:00,1372,,False,,96.0,False,False,True,True,False,False,,
3357,bulk,mobile_push,sale out,2022-03-11 14:00:10.991003+00:00,2022-03-11 14:11:39+00:00,995513,,False,,98.0,False,False,True,False,False,False,,
3367,bulk,mobile_push,sale out,2022-03-12 12:00:12.650715+00:00,2022-03-12 12:02:15+00:00,95220,,False,,32.0,False,False,True,False,False,False,,
3389,bulk,mobile_push,happy birthday,2022-03-14 08:35:42.486202+00:00,2022-03-14 08:35:51+00:00,4245,,False,,96.0,False,False,True,True,False,False,,
3401,bulk,email,sale out,2022-03-15 07:45:08.566224+00:00,2022-03-15 08:36:14+00:00,1067595,,False,,90.0,False,False,True,False,False,False,,
3412,bulk,mobile_push,offer after purchase,2022-03-15 08:45:08.886866+00:00,2022-03-15 08:45:16+00:00,958,,False,,92.0,False,False,True,False,False,False,,
3413,bulk,mobile_push,happy birthday,2022-03-15 09:00:12.160321+00:00,2022-03-15 09:00:19+00:00,1569,,False,,96.0,False,False,True,True,False,False,,
3414,bulk,mobile_push,sale out,2022-03-15 13:15:08.177906+00:00,2022-03-15 13:21:07+00:00,828909,,False,,106.0,False,False,True,False,False,False,,
3417,bulk,mobile_push,event,2022-03-16 10:45:08.660240+00:00,2022-03-16 10:45:17+00:00,2028,,False,,128.0,False,False,True,False,False,False,,
3429,bulk,mobile_push,offer after purchase,2022-03-16 07:30:08.518608+00:00,2022-03-16 07:30:15+00:00,966,,False,,92.0,False,False,True,False,False,False,,
3430,bulk,mobile_push,happy birthday,2022-03-16 07:45:09.037768+00:00,2022-03-16 07:45:15+00:00,1533,,False,,96.0,False,False,True,True,False,False,,
3433,bulk,email,sale out,2022-03-17 06:30:08.583748+00:00,2022-03-17 06:58:20+00:00,484549,,False,,106.0,False,True,True,False,False,False,,
3450,bulk,mobile_push,offer after purchase,2022-03-17 08:00:13.810539+00:00,2022-03-17 08:00:22+00:00,895,,False,,92.0,False,False,True,False,False,False,,
3451,bulk,mobile_push,happy birthday,2022-03-17 08:15:08.830188+00:00,2022-03-17 08:15:16+00:00,1543,,False,,96.0,False,False,True,True,False,False,,
3455,bulk,email,sale out,2022-03-17 09:37:57.128744+00:00,2022-03-17 09:38:11+00:00,2,,False,,106.0,False,True,True,False,False,False,,
3458,bulk,mobile_push,sale out,2022-03-17 13:30:08.684165+00:00,2022-03-17 13:31:05+00:00,97120,,False,,20.0,False,False,True,False,False,False,,
3463,bulk,email,sale out,2022-03-18 07:30:09.056441+00:00,2022-03-18 08:55:37+00:00,1586901,,False,,82.0,False,False,True,False,False,False,,
3464,bulk,email,sale out,2022-03-17 13:09:36.035802+00:00,2022-03-17 13:09:47+00:00,2,,False,,82.0,False,False,True,False,False,False,,
3470,bulk,mobile_push,offer after purchase,2022-03-18 07:15:08.913154+00:00,2022-03-18 07:15:16+00:00,823,,False,,92.0,False,False,True,False,False,False,,
3471,bulk,mobile_push,happy birthday,2022-03-18 07:30:09.040686+00:00,2022-03-18 07:30:16+00:00,1590,,False,,96.0,False,False,True,True,False,False,,
3481,bulk,mobile_push,sale out,2022-03-18 13:45:08.571146+00:00,2022-03-18 13:50:11+00:00,589082,,False,,106.0,False,False,True,False,True,False,,
3500,bulk,mobile_push,offer after purchase,2022-03-21 07:30:08.808565+00:00,2022-03-21 07:30:18+00:00,1990,,False,,92.0,False,False,True,False,False,False,,
3501,bulk,mobile_push,happy birthday,2022-03-21 08:00:12.886795+00:00,2022-03-21 08:00:38+00:00,4907,,False,,96.0,False,False,True,True,False,False,,
3508,bulk,mobile_push,sale out,2022-03-21 13:30:08.547413+00:00,2022-03-21 13:38:37+00:00,507574,,False,,94.0,False,False,True,False,False,False,,
3523,bulk,mobile_push,offer after purchase,2022-03-22 07:30:09.251214+00:00,2022-03-22 07:30:17+00:00,992,,False,,92.0,False,False,True,False,False,False,,
3524,bulk,mobile_push,happy birthday,2022-03-22 08:15:08.309932+00:00,2022-03-22 08:15:18+00:00,4968,,False,,96.0,False,False,True,True,False,False,,
3529,bulk,email,sale out,2022-03-24 06:15:08.743651+00:00,2022-03-24 06:40:48+00:00,502473,,False,,96.0,False,False,True,False,False,False,,
3533,bulk,mobile_push,sale out,2022-03-22 13:00:11.607423+00:00,2022-03-22 13:03:29+00:00,435769,,False,,104.0,False,True,True,False,False,False,,
3537,bulk,email,sale out,2022-03-22 13:22:55.718049+00:00,2022-03-22 14:12:05+00:00,993688,,False,,106.0,False,False,True,False,False,False,,
3539,bulk,mobile_push,offer after purchase,2022-03-23 08:00:14.117414+00:00,2022-03-23 08:00:28+00:00,1168,,False,,92.0,False,False,True,False,False,False,,
3540,bulk,mobile_push,happy birthday,2022-03-23 08:30:08.884599+00:00,2022-03-23 08:30:17+00:00,1668,,False,,96.0,False,False,True,True,False,False,,
3553,bulk,mobile_push,offer after purchase,2022-03-24 07:00:13.051681+00:00,2022-03-24 07:00:24+00:00,1154,,False,,92.0,False,False,True,False,False,False,,
3554,bulk,mobile_push,happy birthday,2022-03-24 07:15:09.310383+00:00,2022-03-24 07:15:17+00:00,1615,,False,,96.0,False,False,True,True,False,False,,
3557,bulk,email,sale out,2022-03-25 07:00:12.583479+00:00,2022-03-25 08:10:16+00:00,1344680,,False,,122.0,False,False,True,False,False,False,,
3558,bulk,mobile_push,sale out,2022-03-24 13:00:13.450860+00:00,2022-03-24 13:01:23+00:00,108153,,False,,19.0,False,False,True,False,False,False,,
3570,bulk,mobile_push,happy birthday,2022-03-25 07:30:09.168240+00:00,2022-03-25 07:30:24+00:00,1574,,False,,96.0,False,False,True,True,False,False,,
3578,bulk,email,sale out,2022-03-28 08:48:44.467229+00:00,2022-03-28 09:29:04+00:00,653224,,False,,100.0,False,False,True,False,True,False,,
3583,bulk,mobile_push,sale out,2022-03-25 13:15:08.212821+00:00,2022-03-25 13:20:07+00:00,596898,,False,,96.0,False,False,True,False,False,False,,
3618,bulk,mobile_push,happy birthday,2022-03-28 09:45:08.647347+00:00,2022-03-28 09:45:19+00:00,4955,,False,,96.0,False,False,True,True,False,False,,
3619,bulk,mobile_push,sale out,2022-03-28 13:45:09.577144+00:00,2022-03-28 13:50:19+00:00,526134,,False,,94.0,False,False,True,False,False,False,,
3627,bulk,mobile_push,offer after purchase,2022-03-28 11:30:08.941956+00:00,2022-03-28 11:30:18+00:00,3450,,False,,92.0,False,False,True,False,False,False,,
3645,bulk,mobile_push,happy birthday,2022-03-29 06:45:10.358360+00:00,2022-03-29 06:45:18+00:00,837,,False,,96.0,False,False,True,True,False,False,,
3646,bulk,mobile_push,offer after purchase,2022-03-29 07:00:14.085507+00:00,2022-03-29 07:00:22+00:00,1447,,False,,92.0,False,False,True,False,False,False,,
3647,bulk,email,sale out,2022-03-31 06:15:08.820039+00:00,2022-03-31 06:42:23+00:00,507775,,False,,96.0,False,False,True,False,False,False,,
3654,bulk,mobile_push,sale out,2022-03-29 09:45:09.007709+00:00,2022-03-29 09:49:42+00:00,448121,,False,,92.0,False,False,True,False,False,False,,
3659,bulk,email,sale out,2022-04-01 08:15:19.057128+00:00,2022-04-01 10:26:28+00:00,2624812,,False,,124.0,False,False,True,False,False,False,,
3671,bulk,mobile_push,happy birthday,2022-03-30 07:45:08.595247+00:00,2022-03-30 07:45:17+00:00,974,,False,,96.0,False,False,True,True,False,False,,
3672,bulk,mobile_push,offer after purchase,2022-03-30 08:00:14.251710+00:00,2022-03-30 08:00:28+00:00,1666,,False,,92.0,False,False,True,False,False,False,,
3690,bulk,mobile_push,happy birthday,2022-03-31 06:45:08.869205+00:00,2022-03-31 06:45:17+00:00,1675,,False,,96.0,False,False,True,True,False,False,,
3691,bulk,mobile_push,offer after purchase,2022-03-31 07:15:08.990603+00:00,2022-03-31 07:15:16+00:00,952,,False,,92.0,False,False,True,False,False,False,,
3694,bulk,mobile_push,sale out,2022-03-31 13:30:08.353541+00:00,2022-03-31 13:31:21+00:00,114766,,False,,21.0,False,False,True,False,False,False,,
3701,bulk,mobile_push,event,2022-04-01 10:45:09.039388+00:00,2022-04-01 10:45:19+00:00,2066,,False,,128.0,False,False,True,False,False,False,,
3711,bulk,mobile_push,happy birthday,2022-04-01 08:30:08.480205+00:00,2022-04-01 08:30:22+00:00,1532,,False,,96.0,False,False,True,True,False,False,,
3712,bulk,mobile_push,offer after purchase,2022-04-01 08:03:46.076308+00:00,2022-04-01 08:03:54+00:00,9,,False,,92.0,False,False,True,False,False,False,,
3719,bulk,mobile_push,sale out,2022-04-01 11:15:51.581206+00:00,2022-04-01 11:49:14+00:00,1652480,,False,,118.0,False,False,True,False,False,False,,
3726,bulk,mobile_push,sale out,2022-04-01 14:45:08.651577+00:00,2022-04-01 14:46:54+00:00,200456,,False,,22.0,False,False,True,False,False,False,,
3746,bulk,mobile_push,happy birthday,2022-04-04 10:45:08.067746+00:00,2022-04-04 10:45:16+00:00,4807,,False,,96.0,False,False,True,True,False,False,,
3749,bulk,email,sale out,2022-04-05 06:00:13.731629+00:00,2022-04-05 06:40:44+00:00,785658,,False,,112.0,False,False,True,False,False,False,,
3760,bulk,mobile_push,happy birthday,2022-04-05 08:30:08.978202+00:00,2022-04-05 08:30:18+00:00,1558,,False,,96.0,False,False,True,True,False,False,,
3761,bulk,mobile_push,offer after purchase,2022-04-05 08:45:08.706578+00:00,2022-04-05 08:45:16+00:00,894,,False,,92.0,False,False,True,False,False,False,,
3762,bulk,mobile_push,sale out,2022-04-05 13:15:08.744671+00:00,2022-04-05 13:27:08+00:00,1495814,,False,,112.0,False,False,True,False,False,False,,
3774,bulk,email,sale out,2022-04-06 08:15:08.960848+00:00,2022-04-06 08:17:51+00:00,45363,,False,,116.0,False,False,True,False,False,False,,
3776,bulk,mobile_push,happy birthday,2022-04-06 07:45:08.301389+00:00,2022-04-06 07:45:17+00:00,1627,,False,,96.0,False,False,True,True,False,False,,
3777,bulk,mobile_push,offer after purchase,2022-04-06 08:00:11.518458+00:00,2022-04-06 08:00:21+00:00,730,,False,,92.0,False,False,True,False,False,False,,
3786,bulk,email,sale out,2022-04-07 07:15:08.406634+00:00,2022-04-07 07:43:42+00:00,515585,,False,,110.0,False,False,True,False,False,False,,
3793,bulk,mobile_push,offer after purchase,2022-04-07 07:45:08.486620+00:00,2022-04-07 07:45:16+00:00,798,,False,,92.0,False,False,True,False,False,False,,
3795,bulk,mobile_push,happy birthday,2022-04-07 07:30:08.745993+00:00,2022-04-07 07:30:21+00:00,1576,,False,,96.0,False,False,True,True,False,False,,
3799,bulk,mobile_push,sale out,2022-04-07 13:15:08.441928+00:00,2022-04-07 13:16:46+00:00,203401,,False,,26.0,False,False,True,False,False,False,,
3802,bulk,email,sale out,2022-04-08 08:39:49.863339+00:00,2022-04-08 09:52:39+00:00,1137232,,False,,114.0,False,False,True,False,False,False,,
3811,bulk,mobile_push,happy birthday,2022-04-08 08:30:08.642057+00:00,2022-04-08 08:30:17+00:00,1672,,False,,96.0,False,False,True,True,False,False,,
3813,bulk,mobile_push,offer after purchase,2022-04-08 09:15:08.510508+00:00,2022-04-08 09:15:18+00:00,850,,False,,92.0,False,False,True,False,False,False,,
3829,bulk,mobile_push,sale out,2022-04-08 15:30:09.777330+00:00,2022-04-08 15:44:11+00:00,1487785,,False,,114.0,False,False,True,False,False,False,,
3830,bulk,mobile_push,sale out,2022-04-09 12:00:11.577540+00:00,2022-04-09 12:15:42+00:00,1464904,,False,,92.0,False,False,True,False,False,False,,
3874,bulk,mobile_push,offer after purchase,2022-04-11 09:30:07.216078+00:00,2022-04-11 09:30:16+00:00,957,,False,,92.0,False,False,True,False,False,False,,
3875,bulk,mobile_push,happy birthday,2022-04-11 09:45:07.617910+00:00,2022-04-11 09:45:16+00:00,1146,,False,,96.0,False,False,True,True,False,False,,
3883,bulk,email,sale out,2022-04-12 06:45:06.625791+00:00,2022-04-12 07:13:52+00:00,889384,,False,,112.0,False,False,True,False,False,False,,
3891,bulk,mobile_push,happy birthday,2022-04-12 07:00:09.652642+00:00,2022-04-12 07:00:27+00:00,1715,,False,,96.0,False,False,True,True,False,False,,
3892,bulk,mobile_push,offer after purchase,2022-04-12 07:00:09.657122+00:00,2022-04-12 07:00:24+00:00,950,,False,,92.0,False,False,True,False,False,False,,
3893,bulk,mobile_push,sale out,2022-04-12 13:15:06.669304+00:00,2022-04-12 13:22:51+00:00,957992,,False,,90.0,False,False,True,False,False,False,,
3907,bulk,email,sale out,2022-04-13 07:00:08.949261+00:00,2022-04-13 07:47:13+00:00,1209466,,False,,90.0,False,False,True,False,False,False,,
3917,bulk,mobile_push,happy birthday,2022-04-13 07:15:07.577686+00:00,2022-04-13 07:15:21+00:00,1563,,False,,96.0,False,False,True,True,False,False,,
3918,bulk,mobile_push,offer after purchase,2022-04-13 07:30:07.326304+00:00,2022-04-13 07:30:16+00:00,794,,False,,92.0,False,False,True,False,False,False,,
3919,bulk,mobile_push,event,2022-04-13 10:45:07.195636+00:00,2022-04-13 10:45:17+00:00,2076,,False,,128.0,False,False,True,False,False,False,,
3927,bulk,mobile_push,sale out,2022-04-13 13:15:07.528436+00:00,2022-04-13 13:21:42+00:00,606598,,False,,91.0,False,False,True,False,False,False,,
3933,bulk,email,sale out,2022-04-14 10:00:08.187571+00:00,2022-04-14 10:22:07+00:00,546079,,False,,102.0,False,False,True,False,False,False,,
3940,bulk,mobile_push,happy birthday,2022-04-14 07:30:06.922362+00:00,2022-04-14 07:30:16+00:00,1526,,False,,96.0,False,False,True,True,False,False,,
3941,bulk,mobile_push,offer after purchase,2022-04-14 07:45:07.403403+00:00,2022-04-14 07:45:14+00:00,852,,False,,92.0,False,False,True,False,False,False,,
3946,bulk,email,sale out,2022-04-14 12:00:08.356595+00:00,2022-04-14 12:04:07+00:00,120615,,False,,98.0,False,False,True,True,False,False,,
3947,bulk,mobile_push,sale out,2022-04-14 14:30:07.140628+00:00,2022-04-14 14:47:31+00:00,1519435,,False,,96.0,True,False,True,False,True,False,,
3948,bulk,email,sale out,2022-04-15 08:00:08.121319+00:00,2022-04-15 09:05:22+00:00,1926933,,False,,96.0,False,False,True,False,False,False,,
3949,bulk,mobile_push,sale out,2022-04-15 13:00:08.365367+00:00,2022-04-15 13:20:43+00:00,212706,,False,,18.0,False,False,True,False,False,False,,
3956,bulk,mobile_push,happy birthday,2022-04-15 07:45:07.576913+00:00,2022-04-15 07:45:21+00:00,1626,,False,,96.0,False,False,True,True,False,False,,
3957,bulk,mobile_push,offer after purchase,2022-04-15 08:00:08.117171+00:00,2022-04-15 08:00:16+00:00,899,,False,,92.0,False,False,True,False,False,False,,
3987,bulk,email,sale out,2022-04-19 06:00:08.830544+00:00,2022-04-19 06:25:35+00:00,750272,,False,,96.0,False,False,True,False,False,False,,
3989,bulk,mobile_push,happy birthday,2022-04-18 10:00:07.939496+00:00,2022-04-18 10:00:55+00:00,5026,,False,,96.0,False,False,True,True,False,False,,
4001,bulk,mobile_push,happy birthday,2022-04-19 07:30:06.742719+00:00,2022-04-19 07:30:25+00:00,1576,,False,,96.0,False,False,True,True,False,False,,
4002,bulk,mobile_push,offer after purchase,2022-04-19 07:30:06.759705+00:00,2022-04-19 07:30:24+00:00,1572,,False,,92.0,False,False,True,False,False,False,,
4011,bulk,mobile_push,sale out,2022-04-19 13:30:07.041527+00:00,2022-04-19 14:02:40+00:00,630648,,False,,96.0,False,False,True,False,False,False,,
4019,bulk,email,sale out,2022-04-20 11:07:27.353273+00:00,2022-04-20 12:39:22+00:00,2595004,,False,,110.0,False,False,True,False,False,False,,
4033,bulk,mobile_push,happy birthday,2022-04-20 10:46:29.516252+00:00,2022-04-20 10:46:41+00:00,1648,,False,,96.0,False,False,True,True,False,False,,
4034,bulk,mobile_push,offer after purchase,2022-04-20 10:46:56.962463+00:00,2022-04-20 10:47:06+00:00,1143,,False,,92.0,False,False,True,False,False,False,,
4035,bulk,mobile_push,sale out,2022-04-20 14:00:07.591454+00:00,2022-04-20 14:25:33+00:00,774707,,False,,102.0,False,False,True,False,False,False,,
4038,bulk,email,sale out,2022-04-21 07:30:06.928807+00:00,2022-04-21 07:49:01+00:00,547496,,False,,94.0,False,True,True,False,False,False,,
4040,bulk,mobile_push,sale out,2022-04-21 14:30:07.124888+00:00,2022-04-21 14:37:23+00:00,163130,,False,,15.0,False,False,True,False,False,False,,
4052,bulk,email,sale out,2022-04-22 07:30:06.979930+00:00,2022-04-22 08:09:53+00:00,1122054,,False,,84.0,False,False,True,False,True,False,,
4062,bulk,mobile_push,happy birthday,2022-04-22 07:45:06.652586+00:00,2022-04-22 07:45:25+00:00,3360,,False,,96.0,False,False,True,True,False,False,,
4063,bulk,mobile_push,offer after purchase,2022-04-22 08:00:09.374848+00:00,2022-04-22 08:00:26+00:00,2102,,False,,92.0,False,False,True,False,False,False,,
4064,bulk,mobile_push,sale out,2022-04-22 13:45:07.596650+00:00,2022-04-22 14:33:14+00:00,1345795,,False,,106.0,False,False,True,False,True,False,,
4087,bulk,email,sale out,2022-04-26 06:45:06.685655+00:00,2022-04-26 07:18:24+00:00,1027766,,False,,116.0,False,False,True,False,False,False,,
4089,bulk,mobile_push,happy birthday,2022-04-25 07:45:07.497017+00:00,2022-04-25 07:45:28+00:00,5194,,False,,96.0,False,False,True,True,False,False,,
4091,bulk,mobile_push,offer after purchase,2022-04-25 08:15:06.789457+00:00,2022-04-25 08:15:15+00:00,1048,,False,,92.0,False,False,True,False,False,False,,
4108,bulk,mobile_push,happy birthday,2022-04-26 06:15:07.017270+00:00,2022-04-26 06:15:18+00:00,1846,,False,,96.0,False,False,True,True,False,False,,
4109,bulk,mobile_push,offer after purchase,2022-04-26 07:15:07.714082+00:00,2022-04-26 07:15:17+00:00,838,,False,,92.0,False,False,True,False,False,False,,
4116,bulk,email,sale out,2022-04-27 07:15:07.833297+00:00,2022-04-27 07:57:08+00:00,1268871,,False,,104.0,False,False,True,False,False,False,,
4124,bulk,mobile_push,sale out,2022-04-26 14:00:07.576946+00:00,2022-04-26 14:22:53+00:00,541227,,False,,106.0,False,False,True,False,False,False,,
4125,bulk,mobile_push,event,2022-04-27 10:45:07.097111+00:00,2022-04-27 10:45:19+00:00,2109,,False,,128.0,False,False,True,False,False,False,,
4133,bulk,mobile_push,happy birthday,2022-04-27 09:30:07.589544+00:00,2022-04-27 09:30:21+00:00,1581,,False,,96.0,False,False,True,True,False,False,,
4134,bulk,mobile_push,offer after purchase,2022-04-27 09:30:07.597081+00:00,2022-04-27 09:30:18+00:00,823,,False,,92.0,False,False,True,False,False,False,,
4137,bulk,email,sale out,2022-04-28 06:15:07.678973+00:00,2022-04-28 06:32:46+00:00,547960,,False,,106.0,False,False,True,False,False,False,,
4157,bulk,mobile_push,happy birthday,2022-04-28 07:45:07.091259+00:00,2022-04-28 07:45:17+00:00,1600,,False,,96.0,False,False,True,True,False,False,,
4158,bulk,mobile_push,offer after purchase,2022-04-28 08:15:07.346832+00:00,2022-04-28 08:15:14+00:00,838,,False,,92.0,False,False,True,False,False,False,,
4172,bulk,email,sale out,2022-04-29 07:30:07.698893+00:00,2022-04-29 08:08:35+00:00,1055245,,False,,104.0,False,False,True,False,True,False,,
4181,bulk,mobile_push,sale out,2022-04-28 15:00:08.380379+00:00,2022-04-28 15:10:33+00:00,222156,,False,,24.0,False,False,True,False,False,False,,
4194,bulk,mobile_push,offer after purchase,2022-04-29 08:30:07.196949+00:00,2022-04-29 08:30:14+00:00,833,,False,,92.0,False,False,True,False,False,False,,
4195,bulk,mobile_push,happy birthday,2022-04-29 07:45:07.172653+00:00,2022-04-29 07:45:19+00:00,1601,,False,,96.0,False,False,True,True,False,False,,
4197,bulk,mobile_push,sale out,2022-04-29 13:00:07.917863+00:00,2022-04-29 13:50:28+00:00,1364375,,False,,106.0,False,False,True,False,True,False,,
4240,bulk,email,sale out,2022-05-05 07:15:07.212965+00:00,2022-05-05 07:28:54+00:00,235378,,False,,112.0,False,True,True,False,False,False,,
4254,bulk,mobile_push,happy birthday,2022-05-04 08:37:53.100599+00:00,2022-05-04 08:38:07+00:00,2006,,False,,96.0,False,False,True,True,False,False,,
4255,bulk,mobile_push,offer after purchase,2022-05-04 09:09:32.397056+00:00,2022-05-04 09:09:48+00:00,2903,,False,,92.0,False,False,True,False,False,False,,
4273,bulk,email,sale out,2022-05-06 07:30:07.167252+00:00,2022-05-06 08:41:02+00:00,1075247,,False,,94.0,False,False,True,False,True,False,,
4274,bulk,mobile_push,happy birthday,2022-05-05 07:45:07.656787+00:00,2022-05-05 07:45:25+00:00,1678,,False,,96.0,False,False,True,True,False,False,,
4275,bulk,mobile_push,offer after purchase,2022-05-05 07:45:07.648577+00:00,2022-05-05 07:45:25+00:00,1678,,False,,92.0,False,False,True,False,False,False,,
4281,bulk,mobile_push,sale out,2022-05-05 13:45:06.920032+00:00,2022-05-05 13:58:29+00:00,235298,,False,,19.0,False,False,True,False,False,False,,
4299,bulk,mobile_push,happy birthday,2022-05-06 07:45:07.755914+00:00,2022-05-06 07:45:29+00:00,1722,,False,,96.0,False,False,True,True,False,False,,
4300,bulk,mobile_push,offer after purchase,2022-05-06 07:45:07.743373+00:00,2022-05-06 07:45:23+00:00,814,,False,,92.0,False,False,True,False,False,False,,
4301,bulk,email,sale out,2022-05-11 07:30:07.728182+00:00,2022-05-11 08:52:52+00:00,1303878,,False,,88.0,False,False,True,False,False,False,,
4306,bulk,mobile_push,sale out,2022-05-06 13:00:08.075352+00:00,2022-05-06 14:09:22+00:00,1586373,,False,,90.0,False,False,True,False,True,False,,
4346,bulk,email,sale out,2022-05-12 06:15:07.777206+00:00,2022-05-12 06:30:06+00:00,460702,,False,,110.0,False,False,True,False,False,False,,
4350,bulk,mobile_push,happy birthday,2022-05-11 08:30:07.262835+00:00,2022-05-11 08:31:09+00:00,8212,,False,,96.0,False,False,True,True,False,False,,
4352,bulk,mobile_push,event,2022-05-11 10:45:06.951791+00:00,2022-05-11 10:45:21+00:00,2112,,False,,128.0,False,False,True,False,False,False,,
4366,bulk,mobile_push,sale out,2022-05-11 14:30:07.405439+00:00,2022-05-11 15:38:28+00:00,1585091,,False,,106.0,False,False,True,False,False,False,,
4380,bulk,mobile_push,happy birthday,2022-05-12 08:15:07.047718+00:00,2022-05-12 08:15:18+00:00,1690,,False,,96.0,False,False,True,True,False,False,,
4381,bulk,mobile_push,offer after purchase,2022-05-12 08:30:07.800881+00:00,2022-05-12 08:30:15+00:00,723,,False,,92.0,False,False,True,False,False,False,,
4383,bulk,mobile_push,sale out,2022-05-12 14:00:09.173237+00:00,2022-05-12 14:13:15+00:00,236783,,False,,23.0,False,False,True,False,False,False,,
4409,bulk,mobile_push,happy birthday,2022-05-13 07:15:07.321517+00:00,2022-05-13 07:15:18+00:00,1699,,False,,96.0,False,False,True,True,False,False,,
4410,bulk,mobile_push,offer after purchase,2022-05-13 07:45:07.524621+00:00,2022-05-13 07:45:15+00:00,775,,False,,92.0,False,False,True,False,False,False,,
4437,bulk,mobile_push,happy birthday,2022-05-16 10:15:07.309206+00:00,2022-05-16 10:15:27+00:00,5257,,False,,96.0,False,False,True,True,False,False,,
